Document Id,Company Code,Document Number,Fiscal Year,Document Status,Exception Reason,Document type,DP Document Type,Credit Memo,Reference,Vendor,Total Amt in Doc Curr,Doc Currency,Amt in Report Currency,Re. Currency,Posting date,Due Date,Related Object Key,Days to Due,Overdue,Requisitioner Name,Vendor Name,Purchasing Document,Plant,Purchasing Group,Cycle Time,Document Date,Exception Date,Enter on,Enter at,Start on,Start at,End on,End at,Update Date,Update Time,Reversal Doc#,Revsed F_Year,Old Doc Num,Old Company Code,Old Fiscal Year,Creation Date,Creation Time,End on2,End at3,Doc Currency4,Process Type,Rescan Reason,Delete Reason,Target System,Rescan Reason Code,Obsoleter Reason Code,IDoc number,User Mapping Object ID,DP ID before restart,Days Past Due,Days to Due5,Processor ID,Current Invoice,Aged 1-30 Days,Aged 31-45 Days,Aged 46-60 Days,Aged 61-90 Days,Aged 90+ Days,Current Agent Email,Valid
904,,5484626,,,,,,,,4500,3044.00,,,,05/10/2015,,,,,,PARTS HOUSE LLC.,0000050904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,5636613,,,,,,,,2122,3081.00,,,,07/02/2015,,,,,,WE SPRAY PESTICIDE CO.,0000050905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,,6000989,,,,,,,,2342,2635.33,,,,03/06/2013,,,,,,The Walter Co,0000050906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,,5593300,,,,,,,,9834,2347.00,,,,09/04/2018,,,,,,Supply All INC,0000050907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,4566186,,,,,,,,1432,2539.33,,,,04/12/2012,,,,,,WESTERN PACKAGING,0000050908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,,9069178,,,,,,,,4500,322.33,,,,01/24/2019,,,,,,PARTS HOUSE LLC.,0000050909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,7312150,,,,,,,,4500,1720.00,,,,09/13/2019,,,,,,PARTS HOUSE LLC.,0000050910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,,1210784,,,,,,,,2049,1382.00,,,,09/12/2013,,,,,,Example Company 1,0000050911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,2740005,,,,,,,,1432,834.00,,,,09/06/2011,,,,,,WESTERN PACKAGING,0000050912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,,7198961,,,,,,,,2122,740.33,,,,07/27/2012,,,,,,WE SPRAY PESTICIDE CO.,0000050913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,372818,,,,,,,,1432,1607.00,,,,09/20/2013,,,,,,WESTERN PACKAGING,0000050914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,,9321232,,,,,,,,9153,1313.33,,,,08/13/2016,,,,,,Water Supply INC,0000050915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,3939499,,,,,,,,7732,791.67,,,,04/07/2012,,,,,,Digital Supply Co,0000050916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,,4013318,,,,,,,,7732,1480.00,,,,02/13/2018,,,,,,Digital Supply Co,0000050917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,3353919,,,,,,,,7732,2316.00,,,,06/27/2018,,,,,,Digital Supply Co,0000050918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,,4883969,,,,,,,,9834,1011.00,,,,02/11/2011,,,,,,Supply All INC,0000050919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,1048417,,,,,,,,2342,1038.00,,,,08/11/2011,,,,,,The Walter Co,0000050920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,2509581,,,,,,,,2122,2569.00,,,,05/08/2014,,,,,,WE SPRAY PESTICIDE CO.,0000050921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,,6955000,,,,,,,,9834,500.00,,,,11/15/2018,,,,,,Supply All INC,0000050922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,,1522573,,,,,,,,2049,1102.33,,,,11/02/2015,,,,,,Example Company 1,0000050923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,,6220118,,,,,,,,4500,1512.33,,,,07/20/2010,,,,,,PARTS HOUSE LLC.,0000050924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,,8997666,,,,,,,,2122,2330.33,,,,11/14/2017,,,,,,WE SPRAY PESTICIDE CO.,0000050925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,4415888,,,,,,,,2122,2226.67,,,,11/09/2018,,,,,,WE SPRAY PESTICIDE CO.,0000050926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,,5980380,,,,,,,,9834,2180.00,,,,09/13/2012,,,,,,Supply All INC,0000050927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,,2771701,,,,,,,,1432,601.33,,,,08/04/2017,,,,,,WESTERN PACKAGING,0000050928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,1056037,,,,,,,,7732,1434.00,,,,01/24/2013,,,,,,Digital Supply Co,0000050929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,,5917286,,,,,,,,2122,758.00,,,,04/24/2013,,,,,,WE SPRAY PESTICIDE CO.,0000050930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,,7827638,,,,,,,,2342,903.00,,,,04/08/2011,,,,,,The Walter Co,0000050931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,,9257420,,,,,,,,2049,377.67,,,,04/17/2014,,,,,,Example Company 1,0000050932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,,4444878,,,,,,,,4500,516.33,,,,04/21/2011,,,,,,PARTS HOUSE LLC.,0000050933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,,5657193,,,,,,,,2049,1262.33,,,,04/07/2011,,,,,,Example Company 1,0000050934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,,3700042,,,,,,,,1432,2435.00,,,,05/23/2010,,,,,,WESTERN PACKAGING,0000050935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,,3585022,,,,,,,,2049,2901.00,,,,11/07/2017,,,,,,Example Company 1,0000050936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,,1243356,,,,,,,,2122,278.33,,,,03/04/2015,,,,,,WE SPRAY PESTICIDE CO.,0000050937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,,4127232,,,,,,,,2049,2116.67,,,,06/23/2013,,,,,,Example Company 1,0000050938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,,635300,,,,,,,,9834,2340.00,,,,08/21/2018,,,,,,Supply All INC,0000050939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,,8854049,,,,,,,,9153,2438.67,,,,08/24/2017,,,,,,Water Supply INC,0000050940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,9883206,,,,,,,,7732,1152.00,,,,07/09/2018,,,,,,Digital Supply Co,0000050941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,,4970705,,,,,,,,4500,2514.00,,,,03/23/2012,,,,,,PARTS HOUSE LLC.,0000050942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,,4801395,,,,,,,,4500,3164.33,,,,06/17/2019,,,,,,PARTS HOUSE LLC.,0000050943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,,3400023,,,,,,,,2049,301.67,,,,06/19/2018,,,,,,Example Company 1,0000050944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,,3248997,,,,,,,,2122,844.00,,,,11/28/2016,,,,,,WE SPRAY PESTICIDE CO.,0000050945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,,9314493,,,,,,,,4500,648.67,,,,07/19/2016,,,,,,PARTS HOUSE LLC.,0000050946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,,2021808,,,,,,,,1432,2492.33,,,,08/28/2011,,,,,,WESTERN PACKAGING,0000050947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,,1722525,,,,,,,,7732,1691.67,,,,01/23/2015,,,,,,Digital Supply Co,0000050948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,,8434468,,,,,,,,2122,2982.67,,,,08/04/2011,,,,,,WE SPRAY PESTICIDE CO.,0000050949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,,2533219,,,,,,,,9834,2712.00,,,,09/08/2014,,,,,,Supply All INC,0000050950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,,6874200,,,,,,,,2049,1858.33,,,,07/28/2017,,,,,,Example Company 1,0000050951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,,6634819,,,,,,,,4500,1848.00,,,,03/18/2010,,,,,,PARTS HOUSE LLC.,0000050952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,,4459466,,,,,,,,7732,2385.00,,,,11/11/2016,,,,,,Digital Supply Co,0000050953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,,2807895,,,,,,,,1432,1054.00,,,,10/16/2018,,,,,,WESTERN PACKAGING,0000050954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,,2831318,,,,,,,,2122,748.67,,,,04/14/2016,,,,,,WE SPRAY PESTICIDE CO.,0000050955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,,4708753,,,,,,,,4500,1496.33,,,,04/28/2013,,,,,,PARTS HOUSE LLC.,0000050956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,,6400052,,,,,,,,1432,1398.33,,,,04/15/2014,,,,,,WESTERN PACKAGING,0000050957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,,3809599,,,,,,,,4500,905.67,,,,01/09/2014,,,,,,PARTS HOUSE LLC.,0000050958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,,8659839,,,,,,,,2049,2248.00,,,,06/26/2010,,,,,,Example Company 1,0000050959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,,5459280,,,,,,,,7732,569.00,,,,09/01/2011,,,,,,Digital Supply Co,0000050960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,,9305762,,,,,,,,2049,1590.00,,,,02/10/2010,,,,,,Example Company 1,0000050961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,,6361655,,,,,,,,9153,943.67,,,,01/06/2010,,,,,,Water Supply INC,0000050962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,,267821,,,,,,,,2049,1588.67,,,,04/12/2016,,,,,,Example Company 1,0000050963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,,7747646,,,,,,,,2049,2978.00,,,,05/26/2018,,,,,,Example Company 1,0000050964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,,51689,,,,,,,,2342,2196.00,,,,04/01/2018,,,,,,The Walter Co,0000050965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,,7663642,,,,,,,,7732,260.67,,,,10/11/2019,,,,,,Digital Supply Co,0000050966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,,7674872,,,,,,,,4500,650.00,,,,07/28/2015,,,,,,PARTS HOUSE LLC.,0000050967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,,6223461,,,,,,,,2342,2110.33,,,,06/06/2017,,,,,,The Walter Co,0000050968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,,9965224,,,,,,,,2122,1707.00,,,,04/09/2010,,,,,,WE SPRAY PESTICIDE CO.,0000050969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,,6800711,,,,,,,,7732,468.33,,,,05/03/2010,,,,,,Digital Supply Co,0000050970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,,698716,,,,,,,,9834,276.33,,,,11/03/2015,,,,,,Supply All INC,0000050971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,,8070802,,,,,,,,9153,980.33,,,,10/27/2019,,,,,,Water Supply INC,0000050972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,,4262014,,,,,,,,2122,2504.67,,,,06/26/2017,,,,,,WE SPRAY PESTICIDE CO.,0000050973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,,7392106,,,,,,,,2342,1954.00,,,,11/04/2010,,,,,,The Walter Co,0000050974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,,4728091,,,,,,,,1432,810.00,,,,02/11/2014,,,,,,WESTERN PACKAGING,0000050975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,,8915098,,,,,,,,7732,405.00,,,,07/09/2013,,,,,,Digital Supply Co,0000050976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,,5766909,,,,,,,,9834,1746.67,,,,03/19/2012,,,,,,Supply All INC,0000050977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,,5883885,,,,,,,,2122,1562.33,,,,11/15/2015,,,,,,WE SPRAY PESTICIDE CO.,0000050978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,,491631,,,,,,,,9153,2714.33,,,,09/05/2016,,,,,,Water Supply INC,0000050979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,7554545,,,,,,,,2342,2477.33,,,,09/25/2014,,,,,,The Walter Co,0000050980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,,4918821,,,,,,,,2049,710.00,,,,01/23/2010,,,,,,Example Company 1,0000050981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,,652734,,,,,,,,2122,2559.33,,,,05/15/2014,,,,,,WE SPRAY PESTICIDE CO.,0000050982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,,9833344,,,,,,,,2342,2172.33,,,,09/26/2016,,,,,,The Walter Co,0000050983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,,8495626,,,,,,,,2122,1332.67,,,,11/20/2013,,,,,,WE SPRAY PESTICIDE CO.,0000050984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,,3777684,,,,,,,,9834,1755.00,,,,08/23/2016,,,,,,Supply All INC,0000050985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,,2164260,,,,,,,,1432,1360.67,,,,02/27/2019,,,,,,WESTERN PACKAGING,0000050986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,,413426,,,,,,,,7732,3177.00,,,,07/04/2014,,,,,,Digital Supply Co,0000050987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,,1599807,,,,,,,,4500,718.67,,,,01/14/2011,,,,,,PARTS HOUSE LLC.,0000050988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,,7647216,,,,,,,,7732,636.67,,,,05/03/2010,,,,,,Digital Supply Co,0000050989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,,914006,,,,,,,,2342,1892.33,,,,02/05/2018,,,,,,The Walter Co,0000050990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,,687301,,,,,,,,9834,1099.67,,,,03/20/2018,,,,,,Supply All INC,0000050991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,,9847375,,,,,,,,9153,1327.00,,,,10/24/2011,,,,,,Water Supply INC,0000050992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,,9480632,,,,,,,,2122,1702.67,,,,03/03/2017,,,,,,WE SPRAY PESTICIDE CO.,0000050993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,,4522464,,,,,,,,9834,1332.67,,,,09/03/2018,,,,,,Supply All INC,0000050994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,,3082174,,,,,,,,7732,2775.00,,,,06/27/2019,,,,,,Digital Supply Co,0000050995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,,2854311,,,,,,,,7732,302.00,,,,04/13/2012,,,,,,Digital Supply Co,0000050996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,,6251110,,,,,,,,2122,634.33,,,,11/16/2015,,,,,,WE SPRAY PESTICIDE CO.,0000050997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,,4732590,,,,,,,,4500,3139.00,,,,04/16/2019,,,,,,PARTS HOUSE LLC.,0000050998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,,6195667,,,,,,,,2049,241.67,,,,02/05/2016,,,,,,Example Company 1,0000050999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,1580230,,,,,,,,2342,2838.67,,,,09/20/2014,,,,,,The Walter Co,0000051000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,1631964,,,,,,,,2342,3074.00,,,,05/01/2013,,,,,,The Walter Co,0000051001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,,7029147,,,,,,,,9834,1634.33,,,,07/03/2015,,,,,,Supply All INC,0000051002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,6274775,,,,,,,,2049,2194.67,,,,02/20/2016,,,,,,Example Company 1,0000051003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,,8781219,,,,,,,,1432,2798.00,,,,06/07/2014,,,,,,WESTERN PACKAGING,0000051004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,,47139,,,,,,,,9153,406.00,,,,11/28/2013,,,,,,Water Supply INC,0000051005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,,8829938,,,,,,,,4500,43.33,,,,07/17/2014,,,,,,PARTS HOUSE LLC.,0000051006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,,704893,,,,,,,,9834,566.00,,,,04/19/2010,,,,,,Supply All INC,0000051007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,,1690128,,,,,,,,2342,999.00,,,,04/08/2016,,,,,,The Walter Co,0000051008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,9672956,,,,,,,,2342,1656.33,,,,09/05/2019,,,,,,The Walter Co,0000051009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,,5076593,,,,,,,,2122,339.00,,,,08/27/2014,,,,,,WE SPRAY PESTICIDE CO.,0000051010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,9690256,,,,,,,,2342,1292.00,,,,11/25/2010,,,,,,The Walter Co,0000051011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,,6715914,,,,,,,,9153,1198.00,,,,07/05/2010,,,,,,Water Supply INC,0000051012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,,8226118,,,,,,,,2342,1241.67,,,,07/11/2013,,,,,,The Walter Co,0000051013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,,2284462,,,,,,,,1432,2666.00,,,,07/12/2019,,,,,,WESTERN PACKAGING,0000051014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,,9187275,,,,,,,,9834,3315.67,,,,11/21/2015,,,,,,Supply All INC,0000051015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,,4673466,,,,,,,,1432,2745.67,,,,11/04/2012,,,,,,WESTERN PACKAGING,0000051016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,,1856274,,,,,,,,2342,642.67,,,,01/26/2019,,,,,,The Walter Co,0000051017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,,6697344,,,,,,,,1432,1212.67,,,,06/09/2017,,,,,,WESTERN PACKAGING,0000051018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,,7139077,,,,,,,,2122,1385.67,,,,10/13/2011,,,,,,WE SPRAY PESTICIDE CO.,0000051019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,,1073342,,,,,,,,9153,925.00,,,,08/11/2014,,,,,,Water Supply INC,0000051020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,,7413191,,,,,,,,2049,2423.67,,,,09/11/2010,,,,,,Example Company 1,0000051021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,,6850382,,,,,,,,2049,1082.67,,,,09/26/2014,,,,,,Example Company 1,0000051022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,,7080843,,,,,,,,1432,2020.00,,,,11/17/2018,,,,,,WESTERN PACKAGING,0000051023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,,1455687,,,,,,,,4500,1766.33,,,,06/02/2018,,,,,,PARTS HOUSE LLC.,0000051024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,,5485413,,,,,,,,4500,1861.67,,,,04/10/2013,,,,,,PARTS HOUSE LLC.,0000051025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,,7898480,,,,,,,,1432,1439.00,,,,11/10/2016,,,,,,WESTERN PACKAGING,0000051026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,,4961050,,,,,,,,9153,2973.67,,,,04/20/2010,,,,,,Water Supply INC,0000051027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,,8292319,,,,,,,,9834,2650.67,,,,02/25/2019,,,,,,Supply All INC,0000051028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,,6906094,,,,,,,,9153,1243.33,,,,07/11/2015,,,,,,Water Supply INC,0000051029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,,6605787,,,,,,,,2342,2612.33,,,,01/05/2017,,,,,,The Walter Co,0000051030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,,7014723,,,,,,,,2049,3082.00,,,,07/17/2018,,,,,,Example Company 1,0000051031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,,8381179,,,,,,,,2049,2196.00,,,,04/24/2012,,,,,,Example Company 1,0000051032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,,1688372,,,,,,,,4500,2117.67,,,,08/07/2010,,,,,,PARTS HOUSE LLC.,0000051033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,2826726,,,,,,,,1432,512.33,,,,02/27/2011,,,,,,WESTERN PACKAGING,0000051034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,,8103717,,,,,,,,4500,881.00,,,,06/15/2012,,,,,,PARTS HOUSE LLC.,0000051035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,1687117,,,,,,,,7732,3008.00,,,,11/17/2015,,,,,,Digital Supply Co,0000051036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,,786407,,,,,,,,9153,326.33,,,,07/16/2015,,,,,,Water Supply INC,0000051037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,2954378,,,,,,,,2122,193.67,,,,04/22/2010,,,,,,WE SPRAY PESTICIDE CO.,0000051038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,,6283890,,,,,,,,2049,1390.67,,,,06/14/2012,,,,,,Example Company 1,0000051039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,,1618503,,,,,,,,7732,44.33,,,,07/12/2017,,,,,,Digital Supply Co,0000051040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,,4196949,,,,,,,,4500,2125.67,,,,01/23/2013,,,,,,PARTS HOUSE LLC.,0000051041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,,9815372,,,,,,,,2122,2622.33,,,,02/07/2017,,,,,,WE SPRAY PESTICIDE CO.,0000051042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,,7060108,,,,,,,,4500,2155.67,,,,05/12/2017,,,,,,PARTS HOUSE LLC.,0000051043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,,8507525,,,,,,,,1432,1764.33,,,,06/03/2011,,,,,,WESTERN PACKAGING,0000051044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
